#,id,dataset,action,video_name,recoginize_actions,is_contains
678,768,DCSASS,lifting,Shoplifting045_x264_3.mp4,lifting,contains
679,769,DCSASS,lifting,Shoplifting045_x264_30.mp4,lifting,contains
680,770,DCSASS,lifting,Shoplifting045_x264_31.mp4,lifting,contains
681,771,DCSASS,lifting,Shoplifting045_x264_4.mp4,lifting,contains
682,772,DCSASS,lifting,Shoplifting045_x264_5.mp4,lifting,contains
683,773,DCSASS,lifting,Shoplifting045_x264_6.mp4,lifting,contains
684,774,DCSASS,lifting,Shoplifting045_x264_7.mp4,lifting,contains
685,775,DCSASS,lifting,Shoplifting045_x264_8.mp4,lifting,contains
686,776,DCSASS,lifting,Shoplifting045_x264_9.mp4,lifting,contains
687,777,DCSASS,lifting,Shoplifting047_x264_0.mp4,lifting,contains
688,778,DCSASS,lifting,Shoplifting047_x264_1.mp4,lifting,contains
689,780,DCSASS,lifting,Shoplifting047_x264_10.mp4,lifting,contains
690,781,DCSASS,lifting,Shoplifting047_x264_11.mp4,lifting,contains
691,783,DCSASS,lifting,Shoplifting047_x264_12.mp4,lifting,contains
692,784,DCSASS,lifting,Shoplifting047_x264_13.mp4,lifting,contains
693,785,DCSASS,lifting,Shoplifting047_x264_14.mp4,lifting,contains
694,787,DCSASS,lifting,Shoplifting047_x264_15.mp4,lifting,contains
695,788,DCSASS,lifting,Shoplifting047_x264_16.mp4,lifting,contains
696,789,DCSASS,lifting,Shoplifting047_x264_17.mp4,lifting,contains
697,791,DCSASS,lifting,Shoplifting047_x264_18.mp4,lifting,contains
698,792,DCSASS,lifting,Shoplifting047_x264_19.mp4,lifting,contains
699,794,DCSASS,lifting,Shoplifting047_x264_2.mp4,lifting,contains
700,795,DCSASS,lifting,Shoplifting047_x264_20.mp4,lifting,contains
701,796,DCSASS,lifting,Shoplifting047_x264_21.mp4,lifting,contains
702,797,DCSASS,lifting,Shoplifting047_x264_22.mp4,lifting,contains
703,799,DCSASS,lifting,Shoplifting047_x264_23.mp4,lifting,contains
704,800,DCSASS,lifting,Shoplifting047_x264_24.mp4,lifting,contains
705,801,DCSASS,lifting,Shoplifting047_x264_25.mp4,lifting,contains
706,802,DCSASS,lifting,Shoplifting047_x264_26.mp4,lifting,contains
707,803,DCSASS,lifting,Shoplifting047_x264_27.mp4,lifting,contains
708,804,DCSASS,lifting,Shoplifting047_x264_28.mp4,lifting,contains
709,805,DCSASS,lifting,Shoplifting047_x264_29.mp4,lifting,contains
710,806,DCSASS,lifting,Shoplifting047_x264_3.mp4,lifting,contains
711,807,DCSASS,lifting,Shoplifting047_x264_30.mp4,lifting,contains
712,808,DCSASS,lifting,Shoplifting047_x264_31.mp4,lifting,contains
713,809,DCSASS,lifting,Shoplifting047_x264_4.mp4,lifting,contains
714,811,DCSASS,lifting,Shoplifting047_x264_5.mp4,lifting,contains
715,813,DCSASS,lifting,Shoplifting047_x264_6.mp4,lifting,contains
716,814,DCSASS,lifting,Shoplifting047_x264_7.mp4,lifting,contains
717,816,DCSASS,lifting,Shoplifting047_x264_8.mp4,lifting,contains
718,817,DCSASS,lifting,Shoplifting047_x264_9.mp4,lifting,contains
719,818,DCSASS,lifting,Shoplifting048_x264_0.mp4,"lifting, stealing",contains
720,819,DCSASS,lifting,Shoplifting048_x264_1.mp4,"lifting, stealing",contains
721,820,DCSASS,lifting,Shoplifting048_x264_10.mp4,lifting,contains
722,823,DCSASS,lifting,Shoplifting048_x264_11.mp4,lifting,contains
723,824,DCSASS,lifting,Shoplifting048_x264_12.mp4,lifting,contains
724,826,DCSASS,lifting,Shoplifting048_x264_13.mp4,lifting,contains
725,827,DCSASS,lifting,Shoplifting048_x264_14.mp4,lifting,contains
726,829,DCSASS,lifting,Shoplifting048_x264_15.mp4,lifting,contains
727,830,DCSASS,lifting,Shoplifting048_x264_16.mp4,lifting,contains
728,832,DCSASS,lifting,Shoplifting048_x264_17.mp4,lifting,contains
729,834,DCSASS,lifting,Shoplifting048_x264_18.mp4,lifting,contains
730,836,DCSASS,lifting,Shoplifting048_x264_19.mp4,lifting,contains
731,837,DCSASS,lifting,Shoplifting048_x264_2.mp4,"lifting, stealing",contains
732,838,DCSASS,lifting,Shoplifting048_x264_20.mp4,lifting,contains
733,840,DCSASS,lifting,Shoplifting048_x264_21.mp4,lifting,contains
734,841,DCSASS,lifting,Shoplifting048_x264_22.mp4,lifting,contains
735,844,DCSASS,lifting,Shoplifting048_x264_23.mp4,lifting,contains
736,845,DCSASS,lifting,Shoplifting048_x264_24.mp4,lifting,contains
737,846,DCSASS,lifting,Shoplifting048_x264_25.mp4,lifting,contains
738,848,DCSASS,lifting,Shoplifting048_x264_26.mp4,lifting,contains
739,849,DCSASS,lifting,Shoplifting048_x264_27.mp4,lifting,contains
740,850,DCSASS,lifting,Shoplifting048_x264_28.mp4,lifting,contains
741,851,DCSASS,lifting,Shoplifting048_x264_29.mp4,lifting,contains
742,852,DCSASS,lifting,Shoplifting048_x264_3.mp4,lifting,contains
743,853,DCSASS,lifting,Shoplifting048_x264_30.mp4,lifting,contains
744,856,DCSASS,lifting,Shoplifting048_x264_31.mp4,lifting,contains
745,857,DCSASS,lifting,Shoplifting048_x264_4.mp4,lifting,contains
746,858,DCSASS,lifting,Shoplifting048_x264_5.mp4,lifting,contains
747,860,DCSASS,lifting,Shoplifting048_x264_6.mp4,lifting,contains
748,861,DCSASS,lifting,Shoplifting048_x264_7.mp4,lifting,contains
749,862,DCSASS,lifting,Shoplifting048_x264_8.mp4,"lifting, stealing",contains
750,863,DCSASS,lifting,Shoplifting049_x264_0.mp4,lifting,contains
751,865,DCSASS,lifting,Shoplifting049_x264_1.mp4,lifting,contains
752,866,DCSASS,lifting,Shoplifting049_x264_10.mp4,lifting,contains
753,868,DCSASS,lifting,Shoplifting049_x264_11.mp4,"stealing, lifting",contains
754,869,DCSASS,lifting,Shoplifting049_x264_12.mp4,lifting,contains
755,870,DCSASS,lifting,Shoplifting049_x264_13.mp4,lifting,contains
756,871,DCSASS,lifting,Shoplifting049_x264_14.mp4,lifting,contains
757,872,DCSASS,lifting,Shoplifting049_x264_15.mp4,lifting,contains
758,873,DCSASS,lifting,Shoplifting049_x264_16.mp4,lifting,contains
759,874,DCSASS,lifting,Shoplifting049_x264_17.mp4,lifting,contains
760,875,DCSASS,lifting,Shoplifting049_x264_18.mp4,lifting,contains
761,876,DCSASS,lifting,Shoplifting049_x264_19.mp4,lifting,contains
762,877,DCSASS,lifting,Shoplifting049_x264_2.mp4,lifting,contains
763,878,DCSASS,lifting,Shoplifting049_x264_20.mp4,lifting,contains
764,880,DCSASS,lifting,Shoplifting049_x264_21.mp4,lifting,contains
765,881,DCSASS,lifting,Shoplifting049_x264_22.mp4,lifting,contains
766,882,DCSASS,lifting,Shoplifting049_x264_23.mp4,lifting,contains
767,883,DCSASS,lifting,Shoplifting049_x264_24.mp4,lifting,contains
768,884,DCSASS,lifting,Shoplifting049_x264_25.mp4,lifting,contains
769,885,DCSASS,lifting,Shoplifting049_x264_26.mp4,lifting,contains
770,886,DCSASS,lifting,Shoplifting049_x264_27.mp4,lifting,contains
771,887,DCSASS,lifting,Shoplifting049_x264_28.mp4,lifting,contains
772,888,DCSASS,lifting,Shoplifting049_x264_29.mp4,lifting,contains
773,889,DCSASS,lifting,Shoplifting049_x264_3.mp4,lifting,contains
774,890,DCSASS,lifting,Shoplifting049_x264_30.mp4,lifting,contains
775,891,DCSASS,lifting,Shoplifting049_x264_31.mp4,lifting,contains
776,892,DCSASS,lifting,Shoplifting049_x264_4.mp4,"lifting, stealing",contains
777,894,DCSASS,lifting,Shoplifting049_x264_5.mp4,lifting,contains
778,895,DCSASS,lifting,Shoplifting049_x264_6.mp4,lifting,contains
779,896,DCSASS,lifting,Shoplifting049_x264_7.mp4,lifting,contains
780,897,DCSASS,lifting,Shoplifting049_x264_8.mp4,lifting,contains
781,898,DCSASS,lifting,Shoplifting049_x264_9.mp4,lifting,contains
782,899,DCSASS,lifting,Shoplifting050_x264_0.mp4,lifting,contains
783,900,DCSASS,lifting,Shoplifting050_x264_1.mp4,lifting,contains
784,901,DCSASS,lifting,Shoplifting050_x264_10.mp4,lifting,contains
785,902,DCSASS,lifting,Shoplifting050_x264_11.mp4,lifting,contains
786,903,DCSASS,lifting,Shoplifting050_x264_12.mp4,lifting,contains
787,904,DCSASS,lifting,Shoplifting050_x264_13.mp4,lifting,contains
788,905,DCSASS,lifting,Shoplifting050_x264_14.mp4,lifting,contains
789,906,DCSASS,lifting,Shoplifting050_x264_15.mp4,lifting,contains
790,907,DCSASS,lifting,Shoplifting050_x264_16.mp4,lifting,contains
791,908,DCSASS,lifting,Shoplifting050_x264_17.mp4,lifting,contains
792,909,DCSASS,lifting,Shoplifting050_x264_18.mp4,lifting,contains
793,911,DCSASS,lifting,Shoplifting050_x264_19.mp4,lifting,contains
794,912,DCSASS,lifting,Shoplifting050_x264_2.mp4,lifting,contains
795,913,DCSASS,lifting,Shoplifting050_x264_20.mp4,lifting,contains
796,914,DCSASS,lifting,Shoplifting050_x264_21.mp4,lifting,contains
797,915,DCSASS,lifting,Shoplifting050_x264_22.mp4,lifting,contains
798,916,DCSASS,lifting,Shoplifting050_x264_23.mp4,lifting,contains
799,917,DCSASS,lifting,Shoplifting050_x264_24.mp4,lifting,contains
800,918,DCSASS,lifting,Shoplifting050_x264_25.mp4,lifting,contains
801,919,DCSASS,lifting,Shoplifting050_x264_26.mp4,lifting,contains
802,920,DCSASS,lifting,Shoplifting050_x264_27.mp4,lifting,contains
803,921,DCSASS,lifting,Shoplifting050_x264_28.mp4,lifting,contains
804,922,DCSASS,lifting,Shoplifting050_x264_29.mp4,lifting,contains
805,923,DCSASS,lifting,Shoplifting050_x264_3.mp4,lifting,contains
806,925,DCSASS,lifting,Shoplifting050_x264_30.mp4,lifting,contains
807,926,DCSASS,lifting,Shoplifting050_x264_31.mp4,lifting,contains
808,927,DCSASS,lifting,Shoplifting050_x264_4.mp4,lifting,contains
809,928,DCSASS,lifting,Shoplifting050_x264_5.mp4,lifting,contains
810,929,DCSASS,lifting,Shoplifting050_x264_6.mp4,lifting,contains
811,930,DCSASS,lifting,Shoplifting050_x264_7.mp4,lifting,contains
812,931,DCSASS,lifting,Shoplifting050_x264_8.mp4,lifting,contains
813,932,DCSASS,lifting,Shoplifting050_x264_9.mp4,lifting,contains
814,933,DCSASS,lifting,Shoplifting053_x264_0.mp4,lifting,contains
815,934,DCSASS,lifting,Shoplifting053_x264_1.mp4,lifting,contains
816,935,DCSASS,lifting,Shoplifting053_x264_10.mp4,lifting,contains
817,936,DCSASS,lifting,Shoplifting053_x264_11.mp4,lifting,contains
818,937,DCSASS,lifting,Shoplifting053_x264_12.mp4,lifting,contains
819,938,DCSASS,lifting,Shoplifting053_x264_13.mp4,lifting,contains
820,940,DCSASS,lifting,Shoplifting053_x264_14.mp4,lifting,contains
821,941,DCSASS,lifting,Shoplifting053_x264_15.mp4,lifting,contains
822,942,DCSASS,lifting,Shoplifting053_x264_16.mp4,lifting,contains
823,943,DCSASS,lifting,Shoplifting053_x264_17.mp4,lifting,contains
824,944,DCSASS,lifting,Shoplifting053_x264_18.mp4,lifting,contains
825,945,DCSASS,lifting,Shoplifting053_x264_19.mp4,lifting,contains
826,946,DCSASS,lifting,Shoplifting053_x264_2.mp4,lifting,contains
827,947,DCSASS,lifting,Shoplifting053_x264_20.mp4,lifting,contains
828,948,DCSASS,lifting,Shoplifting053_x264_21.mp4,lifting,contains
829,949,DCSASS,lifting,Shoplifting053_x264_22.mp4,lifting,contains
830,950,DCSASS,lifting,Shoplifting053_x264_25.mp4,lifting,contains
831,952,DCSASS,lifting,Shoplifting053_x264_26.mp4,lifting,contains
832,953,DCSASS,lifting,Shoplifting053_x264_27.mp4,lifting,contains
833,954,DCSASS,lifting,Shoplifting053_x264_28.mp4,lifting,contains
834,955,DCSASS,lifting,Shoplifting053_x264_29.mp4,lifting,contains
835,956,DCSASS,lifting,Shoplifting053_x264_3.mp4,lifting,contains
836,957,DCSASS,lifting,Shoplifting053_x264_30.mp4,lifting,contains
837,958,DCSASS,lifting,Shoplifting053_x264_31.mp4,lifting,contains
838,959,DCSASS,lifting,Shoplifting053_x264_4.mp4,lifting,contains
839,960,DCSASS,lifting,Shoplifting053_x264_5.mp4,lifting,contains
840,961,DCSASS,lifting,Shoplifting053_x264_6.mp4,lifting,contains
841,962,DCSASS,lifting,Shoplifting053_x264_7.mp4,lifting,contains
842,963,DCSASS,lifting,Shoplifting053_x264_8.mp4,lifting,contains
843,964,DCSASS,lifting,Shoplifting053_x264_9.mp4,lifting,contains
844,965,DCSASS,lifting,Shoplifting054_x264_0.mp4,lifting,contains
845,967,DCSASS,lifting,Shoplifting054_x264_14.mp4,lifting,contains
846,968,DCSASS,lifting,Shoplifting054_x264_15.mp4,lifting,contains
847,969,DCSASS,lifting,Shoplifting054_x264_16.mp4,lifting,contains
848,970,DCSASS,lifting,Shoplifting054_x264_17.mp4,lifting,contains
849,971,DCSASS,lifting,Shoplifting054_x264_2.mp4,lifting,contains
850,972,DCSASS,lifting,Shoplifting054_x264_28.mp4,lifting,contains
851,973,DCSASS,lifting,Shoplifting054_x264_29.mp4,lifting,contains
852,974,DCSASS,lifting,Shoplifting054_x264_30.mp4,lifting,contains
853,975,DCSASS,stealing,Stealing002_x264_0.mp4,stealing,contains
854,976,DCSASS,stealing,Stealing002_x264_1.mp4,stealing,contains
855,977,DCSASS,stealing,Stealing002_x264_10.mp4,stealing,contains
856,978,DCSASS,stealing,Stealing002_x264_11.mp4,stealing,contains
857,980,DCSASS,stealing,Stealing002_x264_12.mp4,stealing,contains
858,981,DCSASS,stealing,Stealing002_x264_13.mp4,stealing,contains
859,982,DCSASS,stealing,Stealing002_x264_14.mp4,stealing,contains
860,983,DCSASS,stealing,Stealing002_x264_15.mp4,stealing,contains
861,984,DCSASS,stealing,Stealing002_x264_16.mp4,stealing,contains
862,985,DCSASS,stealing,Stealing002_x264_17.mp4,stealing,contains
863,987,DCSASS,stealing,Stealing002_x264_18.mp4,stealing,contains
864,988,DCSASS,stealing,Stealing002_x264_19.mp4,stealing,contains
865,989,DCSASS,stealing,Stealing002_x264_2.mp4,stealing,contains
866,990,DCSASS,stealing,Stealing002_x264_20.mp4,stealing,contains
867,991,DCSASS,stealing,Stealing002_x264_21.mp4,stealing,contains
868,992,DCSASS,stealing,Stealing002_x264_22.mp4,stealing,contains
869,993,DCSASS,stealing,Stealing002_x264_23.mp4,stealing,contains
870,995,DCSASS,stealing,Stealing002_x264_24.mp4,stealing,contains
871,996,DCSASS,stealing,Stealing002_x264_25.mp4,stealing,contains
872,997,DCSASS,stealing,Stealing002_x264_26.mp4,stealing,contains
873,998,DCSASS,stealing,Stealing002_x264_27.mp4,stealing,contains
874,999,DCSASS,stealing,Stealing002_x264_28.mp4,stealing,contains
875,1000,DCSASS,stealing,Stealing002_x264_29.mp4,stealing,contains
876,1002,DCSASS,stealing,Stealing002_x264_3.mp4,stealing,contains
877,1003,DCSASS,stealing,Stealing002_x264_30.mp4,stealing,contains
878,1004,DCSASS,stealing,Stealing002_x264_31.mp4,stealing,contains
879,1005,DCSASS,stealing,Stealing002_x264_4.mp4,stealing,contains
880,1006,DCSASS,stealing,Stealing002_x264_5.mp4,stealing,contains
881,1008,DCSASS,stealing,Stealing002_x264_6.mp4,stealing,contains
882,1009,DCSASS,stealing,Stealing002_x264_7.mp4,stealing,contains
883,1010,DCSASS,stealing,Stealing002_x264_8.mp4,stealing,contains
884,1011,DCSASS,stealing,Stealing002_x264_9.mp4,stealing,contains
885,1012,DCSASS,stealing,Stealing003_x264_0.mp4,stealing,contains
886,1013,DCSASS,stealing,Stealing003_x264_1.mp4,stealing,contains
887,1014,DCSASS,stealing,Stealing003_x264_10.mp4,stealing,contains
888,1015,DCSASS,stealing,Stealing003_x264_11.mp4,stealing,contains
889,1017,DCSASS,stealing,Stealing003_x264_12.mp4,stealing,contains
890,1018,DCSASS,stealing,Stealing003_x264_13.mp4,stealing,contains
891,1019,DCSASS,stealing,Stealing003_x264_14.mp4,stealing,contains
892,1020,DCSASS,stealing,Stealing003_x264_15.mp4,stealing,contains
893,1021,DCSASS,stealing,Stealing003_x264_16.mp4,stealing,contains
894,1022,DCSASS,stealing,Stealing003_x264_17.mp4,stealing,contains
895,1023,DCSASS,stealing,Stealing003_x264_18.mp4,stealing,contains
896,1024,DCSASS,stealing,Stealing003_x264_19.mp4,stealing,contains
897,1025,shop-lifting-data,lifting,shop_lifter_15.mp4,lifting,contains
898,1026,DCSASS,stealing,Stealing003_x264_2.mp4,stealing,contains
899,1027,DCSASS,stealing,Stealing003_x264_20.mp4,stealing,contains
900,1028,DCSASS,stealing,Stealing003_x264_21.mp4,stealing,contains
901,1029,DCSASS,stealing,Stealing003_x264_22.mp4,stealing,contains
902,1030,DCSASS,stealing,Stealing003_x264_23.mp4,stealing,contains
903,1031,DCSASS,stealing,Stealing003_x264_24.mp4,stealing,contains
904,1032,DCSASS,stealing,Stealing003_x264_25.mp4,stealing,contains
905,1033,DCSASS,stealing,Stealing003_x264_26.mp4,stealing,contains
906,1034,DCSASS,stealing,Stealing003_x264_27.mp4,stealing,contains
907,1035,shop-lifting-data,lifting,shop_lifter_16.mp4,lifting,contains
908,1036,DCSASS,stealing,Stealing003_x264_28.mp4,stealing,contains
909,1037,DCSASS,stealing,Stealing003_x264_29.mp4,stealing,contains
910,1038,DCSASS,stealing,Stealing003_x264_3.mp4,stealing,contains
911,1039,DCSASS,stealing,Stealing003_x264_30.mp4,stealing,contains
912,1040,DCSASS,stealing,Stealing003_x264_31.mp4,stealing,contains
913,1041,DCSASS,stealing,Stealing003_x264_4.mp4,stealing,contains
914,1042,DCSASS,stealing,Stealing003_x264_5.mp4,stealing,contains
915,1043,shop-lifting-data,lifting,shop_lifter_17.mp4,lifting,contains
916,1044,DCSASS,stealing,Stealing003_x264_6.mp4,stealing,contains
917,1045,DCSASS,stealing,Stealing003_x264_7.mp4,stealing,contains
918,1046,DCSASS,stealing,Stealing003_x264_8.mp4,stealing,contains
919,1047,DCSASS,stealing,Stealing003_x264_9.mp4,stealing,contains
920,1048,DCSASS,stealing,Stealing006_x264_1.mp4,"lifting, stealing, handclapping",contains
921,1049,DCSASS,stealing,Stealing006_x264_10.mp4,"lifting, stealing",contains
922,1050,shop-lifting-data,lifting,shop_lifter_18.mp4,lifting,contains
923,1051,DCSASS,stealing,Stealing006_x264_11.mp4,"stealing, lifting",contains
924,1052,DCSASS,stealing,Stealing006_x264_12.mp4,"lifting, stealing",contains
925,1053,DCSASS,stealing,Stealing006_x264_13.mp4,stealing,contains
926,1054,DCSASS,stealing,Stealing006_x264_14.mp4,stealing,contains
927,1055,DCSASS,stealing,Stealing006_x264_15.mp4,"stealing, handclapping",contains
928,1056,DCSASS,stealing,Stealing006_x264_16.mp4,"stealing, handclapping",contains
929,1057,shop-lifting-data,lifting,shop_lifter_19.mp4,lifting,contains
930,1058,DCSASS,stealing,Stealing006_x264_17.mp4,stealing,contains
931,1059,DCSASS,stealing,Stealing006_x264_18.mp4,stealing,contains
932,1060,DCSASS,stealing,Stealing006_x264_19.mp4,stealing,contains
933,1061,shop-lifting-data,lifting,shop_lifter_2.mp4,lifting,contains
934,1062,DCSASS,stealing,Stealing006_x264_2.mp4,"stealing, handclapping",contains
935,1063,DCSASS,stealing,Stealing006_x264_20.mp4,stealing,contains
936,1064,DCSASS,stealing,Stealing006_x264_21.mp4,stealing,contains
937,1065,DCSASS,stealing,Stealing006_x264_22.mp4,stealing,contains
938,1066,DCSASS,stealing,Stealing006_x264_23.mp4,stealing,contains
939,1067,DCSASS,stealing,Stealing006_x264_24.mp4,stealing,contains
940,1068,DCSASS,stealing,Stealing006_x264_25.mp4,stealing,contains
941,1069,DCSASS,stealing,Stealing006_x264_26.mp4,stealing,contains
942,1070,shop-lifting-data,lifting,shop_lifter_20.mp4,lifting,contains
943,1071,DCSASS,stealing,Stealing006_x264_27.mp4,"lifting, stealing",contains
944,1072,DCSASS,stealing,Stealing006_x264_28.mp4,stealing,contains
945,1073,DCSASS,stealing,Stealing006_x264_29.mp4,stealing,contains
946,1074,DCSASS,stealing,Stealing006_x264_30.mp4,"lifting, stealing",contains
947,1075,DCSASS,stealing,Stealing006_x264_31.mp4,"lifting, stealing",contains
948,1076,shop-lifting-data,lifting,shop_lifter_21.mp4,lifting,contains
949,1077,DCSASS,stealing,Stealing006_x264_8.mp4,"handclapping, stealing",contains
950,1078,DCSASS,stealing,Stealing006_x264_9.mp4,stealing,contains
951,1079,DCSASS,stealing,Stealing007_x264_0.mp4,stealing,contains
952,1080,DCSASS,stealing,Stealing007_x264_1.mp4,stealing,contains
953,1081,DCSASS,stealing,Stealing007_x264_10.mp4,stealing,contains
954,1082,shop-lifting-data,lifting,shop_lifter_22.mp4,lifting,contains
955,1083,DCSASS,stealing,Stealing007_x264_11.mp4,stealing,contains
956,1084,DCSASS,stealing,Stealing007_x264_12.mp4,stealing,contains
957,1085,DCSASS,stealing,Stealing007_x264_13.mp4,stealing,contains
958,1086,DCSASS,stealing,Stealing007_x264_14.mp4,stealing,contains
959,1087,DCSASS,stealing,Stealing007_x264_15.mp4,stealing,contains
960,1088,DCSASS,stealing,Stealing007_x264_16.mp4,stealing,contains
961,1089,DCSASS,stealing,Stealing007_x264_17.mp4,stealing,contains
962,1090,shop-lifting-data,lifting,shop_lifter_23.mp4,lifting,contains
963,1091,DCSASS,stealing,Stealing007_x264_18.mp4,stealing,contains
964,1092,DCSASS,stealing,Stealing007_x264_19.mp4,stealing,contains
965,1093,DCSASS,stealing,Stealing007_x264_2.mp4,stealing,contains
966,1094,DCSASS,stealing,Stealing007_x264_20.mp4,stealing,contains
967,1095,DCSASS,stealing,Stealing007_x264_21.mp4,stealing,contains
968,1096,DCSASS,stealing,Stealing007_x264_22.mp4,stealing,contains
969,1097,DCSASS,stealing,Stealing007_x264_23.mp4,stealing,contains
970,1098,shop-lifting-data,lifting,shop_lifter_24.mp4,lifting,contains
971,1099,DCSASS,stealing,Stealing007_x264_24.mp4,stealing,contains
972,1100,DCSASS,stealing,Stealing007_x264_25.mp4,stealing,contains
973,1101,DCSASS,stealing,Stealing007_x264_26.mp4,stealing,contains
974,1102,DCSASS,stealing,Stealing007_x264_27.mp4,stealing,contains
975,1103,DCSASS,stealing,Stealing007_x264_28.mp4,stealing,contains
976,1104,DCSASS,stealing,Stealing007_x264_29.mp4,stealing,contains
977,1105,DCSASS,stealing,Stealing007_x264_3.mp4,stealing,contains
978,1106,shop-lifting-data,lifting,shop_lifter_25.mp4,lifting,contains
979,1107,DCSASS,stealing,Stealing007_x264_30.mp4,stealing,contains
980,1108,DCSASS,stealing,Stealing007_x264_31.mp4,stealing,contains
981,1109,DCSASS,stealing,Stealing007_x264_4.mp4,stealing,contains
982,1110,DCSASS,stealing,Stealing007_x264_5.mp4,stealing,contains
983,1111,DCSASS,stealing,Stealing007_x264_6.mp4,stealing,contains
984,1112,DCSASS,stealing,Stealing007_x264_7.mp4,stealing,contains
985,1113,DCSASS,stealing,Stealing007_x264_8.mp4,stealing,contains
986,1114,shop-lifting-data,lifting,shop_lifter_26.mp4,lifting,contains
987,1115,DCSASS,stealing,Stealing007_x264_9.mp4,stealing,contains
988,1116,DCSASS,stealing,Stealing008_x264_0.mp4,stealing,contains
989,1117,DCSASS,stealing,Stealing008_x264_1.mp4,stealing,contains
990,1118,DCSASS,stealing,Stealing008_x264_10.mp4,stealing,contains
991,1119,DCSASS,stealing,Stealing008_x264_11.mp4,stealing,contains
992,1120,shop-lifting-data,lifting,shop_lifter_27.mp4,lifting,contains
993,1121,DCSASS,stealing,Stealing008_x264_12.mp4,stealing,contains
994,1122,DCSASS,stealing,Stealing008_x264_13.mp4,stealing,contains
995,1123,DCSASS,stealing,Stealing008_x264_14.mp4,stealing,contains
996,1124,shop-lifting-data,lifting,shop_lifter_28.mp4,lifting,contains
997,1125,DCSASS,stealing,Stealing008_x264_15.mp4,stealing,contains
998,1126,DCSASS,stealing,Stealing008_x264_16.mp4,stealing,contains
999,1127,DCSASS,stealing,Stealing008_x264_17.mp4,stealing,contains
1000,1128,DCSASS,stealing,Stealing008_x264_18.mp4,stealing,contains
1001,1129,shop-lifting-data,lifting,shop_lifter_29.mp4,lifting,contains
1002,1130,DCSASS,stealing,Stealing008_x264_19.mp4,stealing,contains
1003,1131,DCSASS,stealing,Stealing008_x264_2.mp4,stealing,contains
1004,1132,shop-lifting-data,lifting,shop_lifter_3.mp4,lifting,contains
1005,1133,DCSASS,stealing,Stealing008_x264_20.mp4,stealing,contains
1006,1134,DCSASS,stealing,Stealing008_x264_21.mp4,stealing,contains
1007,1135,DCSASS,stealing,Stealing008_x264_22.mp4,stealing,contains
1008,1136,shop-lifting-data,lifting,shop_lifter_30.mp4,lifting,contains
1009,1137,DCSASS,stealing,Stealing008_x264_23.mp4,stealing,contains
1010,1138,DCSASS,stealing,Stealing008_x264_24.mp4,stealing,contains
1011,1139,DCSASS,stealing,Stealing008_x264_25.mp4,stealing,contains
1012,1140,DCSASS,stealing,Stealing008_x264_26.mp4,stealing,contains
1013,1141,shop-lifting-data,lifting,shop_lifter_31.mp4,lifting,contains
1014,1142,DCSASS,stealing,Stealing008_x264_27.mp4,stealing,contains
1015,1143,DCSASS,stealing,Stealing008_x264_28.mp4,stealing,contains
1016,1144,DCSASS,stealing,Stealing008_x264_29.mp4,stealing,contains
1017,1145,DCSASS,stealing,Stealing008_x264_3.mp4,stealing,contains
1018,1146,DCSASS,stealing,Stealing008_x264_30.mp4,stealing,contains
1019,1147,shop-lifting-data,lifting,shop_lifter_32.mp4,lifting,contains
1020,1148,DCSASS,stealing,Stealing008_x264_31.mp4,stealing,contains
1021,1149,DCSASS,stealing,Stealing008_x264_4.mp4,stealing,contains
1022,1150,DCSASS,stealing,Stealing008_x264_5.mp4,stealing,contains
1023,1151,shop-lifting-data,lifting,shop_lifter_33.mp4,lifting,contains
1024,1152,DCSASS,stealing,Stealing008_x264_6.mp4,stealing,contains
1025,1153,DCSASS,stealing,Stealing008_x264_7.mp4,stealing,contains
1026,1154,shop-lifting-data,lifting,shop_lifter_34.mp4,lifting,contains
1027,1155,DCSASS,stealing,Stealing008_x264_8.mp4,stealing,contains
1028,1156,DCSASS,stealing,Stealing008_x264_9.mp4,stealing,contains
1029,1157,DCSASS,stealing,Stealing009_x264_0.mp4,stealing,contains
1030,1158,DCSASS,stealing,Stealing009_x264_1.mp4,stealing,contains
1031,1159,DCSASS,stealing,Stealing009_x264_10.mp4,stealing,contains
1032,1160,DCSASS,stealing,Stealing009_x264_11.mp4,stealing,contains
1033,1161,DCSASS,stealing,Stealing009_x264_12.mp4,stealing,contains
1034,1162,DCSASS,stealing,Stealing009_x264_13.mp4,stealing,contains
1035,1163,DCSASS,stealing,Stealing009_x264_14.mp4,stealing,contains
1036,1164,DCSASS,stealing,Stealing009_x264_15.mp4,stealing,contains
1037,1165,DCSASS,stealing,Stealing009_x264_16.mp4,stealing,contains
1038,1166,DCSASS,stealing,Stealing009_x264_17.mp4,stealing,contains
1039,1167,DCSASS,stealing,Stealing009_x264_18.mp4,stealing,contains
1040,1168,DCSASS,stealing,Stealing009_x264_19.mp4,stealing,contains
1041,1169,DCSASS,stealing,Stealing009_x264_2.mp4,stealing,contains
1042,1170,DCSASS,stealing,Stealing009_x264_20.mp4,stealing,contains
1043,1171,DCSASS,stealing,Stealing009_x264_21.mp4,stealing,contains
1044,1172,DCSASS,stealing,Stealing009_x264_22.mp4,stealing,contains
1045,1173,DCSASS,stealing,Stealing009_x264_23.mp4,stealing,contains
1046,1174,DCSASS,stealing,Stealing009_x264_24.mp4,stealing,contains
